submission_number,submitter_name_anonymized,snowplow_name,meaning,winning_name
1369,uVf1y7pU,the magic snow thrower,Because I like that name!,FALSE
1370,5IL4eM4E,santa maria.,standing up for what is right,FALSE
1371,Sqol4uKd,wallie howard,Slain police officer,FALSE
1372,FzOXJ6J8,santa maria,May Santa Maria keep all DPW workers safe,FALSE
1373,zRZzOdGJ,santa maria,It's Italian,FALSE
1374,rGZsU3h3,santa maria,Obvious,FALSE
1375,9eztb4A6,santa maria,"It is a title of Mary,mother of Jesus .That's in Spanish or Italian.Also the name of the flagship used by Columbus.",FALSE
1376,auo9Umzd,santa maria,"reefs off the coast of Hispaniola (now Haiti) around Christmas, 1492.  Measuring around 70 feet in length, it carried a crew of 40",FALSE
1377,DcWCL0vM,colin plowell,when he submitted his form but I have faith in Syracusans!,FALSE
1378,DcWCL0vM,kaplow!,It makes me and my mom laugh,FALSE
1379,NeSStKuL,santa maria,Columbus Circle,FALSE
1380,wOrKO7XI,sanra mariea,NA,FALSE
1381,E8Xi5JUE,santa maria,Coloumbus' flagship,FALSE
1382,EktXKR1E,santa maria,The ship Columbus sailed on,FALSE
1383,TPUd3P10,santa maria,NA,FALSE
1384,ZF0jfJSf,santa maria,Italian for Mary,FALSE
1385,70nb5OQt,snow problem,NA,FALSE
1386,yC3IkTz4,santa maria,To honor the man who made the new world know to the old.,FALSE
1387,70nb5OQt,street saver,NA,FALSE
1388,70nb5OQt,snow slayer,NA,FALSE
1389,j5F6Ewc9,ice ice baby,NA,FALSE
1390,70nb5OQt,snow squad,NA,FALSE
1391,70nb5OQt,"ready, set, snow",NA,FALSE
1392,HoYYYjfm,ryanfranklinisadork,My little cousin is a dork.,FALSE
1393,Q8xqzga5,mr. plow,It's from the Simpsons when Homer becomes a plow driver,FALSE
1394,RBMB1l0E,null,It makes sure there is no snow,FALSE
1395,ZSmWQoqP,#1 aaa snowplow truck,It'll always be the top of the list alphabetically,FALSE
1396,nVQ4YwZt,santa marï¿½,One of the three ships of Colombus,FALSE
1397,ZifUHCXe,winter wonderland,NA,FALSE
1398,SzYT9Ly8,ka-plow,I thought it was funny,FALSE
1399,XvvJn6E7,santa maria,One of the ships Christopher Columbus sailed.,FALSE
1400,CY19GaDg,plowy mcsalterton,"It plows, and it salts.",FALSE
1401,WRnUyzD1,roadboni or snowboni,Itï¿½ï¿½ï¿½s like a zamboni for ice ,FALSE
1402,WRnUyzD1,golden plow,Itï¿½ï¿½ï¿½s like the Golden Snowball Award that N,FALSE
1403,WRnUyzD1,wesplowtt,Like Westcott Street,FALSE
1404,wUCpGdGl,cringle,Cringle is a better name than Santa.,FALSE
1405,WRnUyzD1,downtown plowtown,"Downtown is popular, and plowtown rhymes with downtown.",FALSE
1406,WRnUyzD1,salt scraper,"Well, Syracuse is the ï¿½ï¿½ï¿½salt cityï¿½ï¿½ï¿½ and plows scrape away the sn",FALSE
1407,RtM31cis,santa maria,I,FALSE
1408,ZifUHCXe,let it snow,NA,FALSE
1409,sPFsrsPd,santa maria,The spirit of pride and discovery,FALSE
1410,ZifUHCXe,cold as ice,Foreigner song,FALSE
1411,ZifUHCXe,below zero hero,NA,TRUE
1412,bDdRRJRF,santa maria,Columbus ship,FALSE
1413,7lXtYsol,santa maria,Honor Italian American  citizens  of Syracuse,FALSE
1414,CHUFVa1l,santa maria,It celebrates the Cityï¿½ï¿½ï¿½s Italian he,FALSE
1415,K3DKy4qu,santa maria,A guy named Christopher Columbus discovered what would be known later as America.,FALSE
1416,IVUZwNGC,chief fowler,"Strong leadership, not pushover",FALSE
1417,2ZMWjqqB,storm rider,"The plows are put to the most use during winter weather/storms. In a way, the plow ï¿½ï¿½ï¿½ridesï¿½ï¿½ï¿",FALSE
1418,IVUZwNGC,mayor miner,No pushover!!,FALSE
1419,aPQUUGi6,santa maria,One of columbus ships,FALSE
1420,9hcNELTI,santa maria,Italian pride,FALSE
1421,NNNbwQ5U,yard ripper,Snowplows are always ripping up my yard,FALSE
1422,k9CNUz6A,santa maria,In memory of Christopher Columbus,FALSE
1423,o2SQlK0N,never give up,be okay all you got to do is never give up,FALSE
1424,o02dWcZb,fifteen miles,After the song 15 miles on the Erie canal,FALSE
1425,cIj70pLi,snow pusher,Snowplows push snow,FALSE
1426,hJGqVbLr,santa maria,Flag ship of Columbus,FALSE
1427,L2DiG5P6,plowie mandel,Howie Mandel,FALSE
1428,L2DiG5P6,edward snowed-in,NA,FALSE
1429,L2DiG5P6,snow biggie,NA,FALSE
1430,L2DiG5P6,snow big deal,NA,FALSE
1431,L2DiG5P6,no biz like snow biz,NA,FALSE
1432,L2DiG5P6,good snow old chap,NA,FALSE
1433,L2DiG5P6,snowhere man,NA,FALSE
1434,S5pgMJfH,snow away,NA,FALSE
1435,S5pgMJfH,how snow can you go,NA,FALSE
1436,S5pgMJfH,snow problem,NA,FALSE
1437,wE3yFFAA,santa maria,new lands to make new discoveries.,FALSE
1438,NoTjXa3b,plowy mcplowface,The internet,FALSE
1439,rFX6lxBI,city salt spreaders,Wasn't Syracuse noted for salt production?  Now these trucks will be spreading it!!!,FALSE
1440,fEtHp4OP,the snow kraken,"According to Syracusans, the kraken dwells off the Highways of Syracuse and terrorizes nearby Snow Drifts",FALSE
1441,DadpXK2F,santa maria,challenging Columbus!!,FALSE
1442,chHaUKY1,santa maria,A plow is similar to a boat.,FALSE
1443,TOkbYln3,santa maria,Remembrance of Columbus Circle,FALSE
1444,T7LNOjG5,snowy mc'snowface,NA,FALSE
1445,eIPPoY7J,santa maria,Shows pride in my Italian heritage,FALSE
1446,iOpCV8SK,pliwy mcplowface,It captures the essence of snow plowing,FALSE
1447,QcxzHTV4,big otto,Otto for Syracuse orange.,FALSE
1448,m2a7WJem,santa maria,Columbus,FALSE
1449,m2a7WJem,salty sam,Salt City,FALSE
1450,lqwopwam,santa maria,adventure & discovery,FALSE
1451,RNXYsViF,santa maria,It celebrates the cityï¿½ï¿½ï¿½s Italian he,FALSE
1452,nCo3ZbbJ,king andyï¿½ï¿½ï¿½s mari,Cuomos puppet,FALSE
1453,elcqeQzY,santa maria,St Mary,FALSE
1454,CSmIWqLd,santa mariaï¿½,Christopher Columbus' Ship,FALSE
1455,26BOFtkP,santa maria,Now the Mayor wants our input??? Not when he removes the statue of Columbus!!,FALSE
1456,yHJgAir7,brown bear,"In honor of Syracuse native Eric Carleï¿½ï¿½ï¿½s Brown Bear, Brown Bear, What Do You See. You could name all 10 th",FALSE
1457,AiRAtrFI,sweet sassy mollassy,It's one of the things I  exclaim when I'm in a blizzard and see a plow on the road ahead!,FALSE
1458,1qOZvBLP,plow my pot hole,The plows are always forgetting to plow out the snow from deep inside my pot hole out front,FALSE
1459,fAOi5Iix,santa maria,Christopher Columbus,FALSE
1460,jvaa7RN3,santa maria,My mom a scsd social worker!,FALSE
1461,QvxNiQQB,santa maria,To honor our founder Christopher Columbus,FALSE
1462,PparGZAP,choad maintenance,"Itï¿½ï¿½ï¿½s like Road Maintenance, but a little different and kinda",FALSE
1463,GGN702Ob,santa maria,In honor of one of the ships Columbus used to discover America.,FALSE
1464,QELfagIy,snow place like home,this area.,FALSE
1465,nnUPBW6L,santa maria,Pride in our history,FALSE
1466,x5uBbrZQ,santa maria,"The ""Santa Maria"" was Columbus' flagship in his voyage of discovery which brought Europeans to the Americas.",FALSE
1467,2Mjh79NV,snow business,we take snow removal seriously,FALSE
1468,Rwjlib8l,potato salter,"From the salt potatoï¿½ï¿½ï¿½s, salt in the lake and we salt the",FALSE
1469,wF0HcneY,santa maria,It was the flagship of Columbus' fleet.,FALSE
1470,FNgClYWy,our hero's,They are always there for us - to keep the roads clean,FALSE
1471,0frBGQYC,santa maria,Just because......,FALSE
1472,8I8hZ9X0,santa maria,Christopher Columbus honored the Mother of God by naming one of the ships he used to explore the Americas from Europe.,FALSE
1473,Sv7socNC,plowy mcplowface,"I doubt I am the only person submitting Plowy McPlowface, and I do believe choosing the name would be a testament to the",FALSE
1474,x3XKrjNP,big boss babe,Boss babes rock,FALSE
1475,st53CRC6,santa maria,Will be operating on oceans of snow,FALSE
1476,FXDj7LAt,salty the plow,Home of the salt potatoes invention and the snowiest city in the country we use a lot of salt.,FALSE
1477,THhd5SaX,plowie mandel,Itï¿½ï¿½ï¿½s a goo,FALSE
1478,YjLeVs1X,santa maria,Columbusï¿½ï¿½ï¿½,FALSE
1479,QsEIZh1p,the vossler,Tribute to former city Budget Director Mary Vossler,FALSE
1480,EH9fTCbc,santa maria,American History,FALSE
1481,KPU1fvUX,"salty, sandy, sloppy, scrapey, grimey, grumpy, noisy, angry, icey, rusty pokey",A whole family of elven names associated with winter in Syracuse,FALSE
1482,2Xap0iGL,blizzard blaster,Plow clears the snow from a blizzard,FALSE
1483,2Xap0iGL,drift destroyer,Snow plow clears heavy snow drifts,FALSE
1484,2Xap0iGL,whiteout waster,Heavy snow is quickly cleared,FALSE
1485,tI8PZ3Fo,thing 1,"After the Characters in Dr. Suess, kids love it.",FALSE
1486,tI8PZ3Fo,thing 2,After the Dr. Suess Character,FALSE
1487,6zafVvag,santa maria,Save the statue,FALSE
1488,97y1VX0x,snowzilla,Play on Godzilla,FALSE
1489,QScDoLUc,the saltine warrior,Reference to Syracuse as Salt City,FALSE
1490,ItqT7iv6,jaws,"Tough, deadly and chewing through the snow!",FALSE
1491,QScDoLUc,snowpocalypsator,Destroying snowstorms near you,FALSE
1492,QScDoLUc,mr. plow,Simpson's Reference - may have copyright protection,FALSE
1493,QScDoLUc,plow king,Simpson's Reference,FALSE
1494,QScDoLUc,istas,Iroquois name for snow,FALSE
1495,QScDoLUc,procella,Greek for Squall,FALSE
1496,QScDoLUc,nevara,Spanish for Snow,FALSE
1497,nQa7PYGa,columbus,America.,FALSE
1498,SAxXG8pM,siberacuse,Syracuse winters give Siberia a run for their money!!!,FALSE
1499,UqhFESAG,"dasher, dancer, prancer, vixen, comet, cupid, donner & blitzen.  rudolf & of course, santa.",Our ndless Syracuse winters need something to smile about.,FALSE
1500,wABrkr6H,sno glo crush,"In a snow storm, the glow from the lights on the plow is all you can see.",FALSE
1501,YQY7EFJ8,santa maria,Historical and a great mother,FALSE
1502,ItqT7iv6,fast and flurriest,self explanatory!,FALSE
1503,71E8EoaH,st. jude,HELPS us in all our needs.,FALSE
1504,veb55cxV,lake effect,no explanation needed,FALSE
1505,veb55cxV,rosebud,"It's the snow sled in Citizen Kane, and it also reminds us of Spring",FALSE
1506,j6DGkIpy,santa maria,way to discovering America,FALSE
1507,DOCX0i7V,"any of the reindeer names"" probably ""blitzen"" being the best or any of the peanuts characters..",I think it would be fun for kids to be watching for plow names they recognize...such is winter entertainment in syracuseï¿½ï,FALSE
1508,mrkA1CH8,"look mom, here comes big saltyï¿½",Celebrate our heritage,FALSE
1509,mrkA1CH8,sasquatchï¿½,The dreaded snow monster,FALSE
1510,uJi2zxBx,"icy, frigid, chilly & frosty, sleety, polar, glacial & wintry.  and snappy, brutal, graupelly or bitter for last few.",Kind of a reminder of all we 'love' about Syracuse winters.,FALSE
1511,s8nCOBU1,big bird,The large kind yellow bird from Sesame Street,FALSE
1512,Z5o0Awtf,"santa maria, pinta",the least you could do is name the snow plows after the ships he used to travel to our country.,FALSE
1513,13nJlnEh,bumbles,"""Bumbles bounces"" after the abominable snowman in Rudolph",FALSE
1514,erd5mO7M,salt dog,They put salt on the road and clean my road sometimes.,FALSE
1515,PtSdb97A,the austin plow,"An early activist for sidewalk plowing in our snowy city is Austin Paulnack,  he's in his 80s, but still shoveling neighbors walks.",FALSE
1516,499iK0m2,santa maria,Method of Transportation,FALSE
1517,8sOYyVc1,snow leopard,"The SNOW LEOPARD is a species which is particularly adapted to living in a cold, snowy environment.",FALSE
1518,EFJbUHwi,NA,Yeti,NA
1519,8sOYyVc1,pal sal,"named Sal is described as a ""good old pal.""",FALSE
1520,jrq7kGO1,kari,Its Turkish it means covered with snow,FALSE
1521,zpikxdbJ,santa maria,in honor of Chris Columbus,FALSE
1522,kmo0ruwk,pushy mcsnowplow,Because it pushes snow,FALSE
1523,54DRsJfX,hail mary,Fun play on hail and I like the idea of a truck named Mary.,FALSE
1524,lpJdlGRx,"yukon, bumble, hermey, clarisa, charlie, sam, and rudolph",Characters in the 1969 Bass and Rankin Rudolph story. I am sure there are enough to name all 10.,FALSE
1525,nZGtIFR7,santa maria,One of Christopher Columbus boats,FALSE
1526,oxcmDBXl,the golden snowball!!!,"The city in which had the most snowfall for the season wins the title of ""The Golden Snowball"" award.",TRUE
1527,bRLe9RP6,"the syracuse  scoop""",Ability to remove or pick up,FALSE
1528,zd06r3Is,marcellus,is anyone listing,FALSE
1529,MXVw4SsN,plowey mcplowface,Old Irish Term,FALSE
1530,kynMiGZd,santa maria,"Saint Mary, Italian American heritage pride",FALSE
1531,eKprxL46,blade runner,Reference to SciFi movie and snow plow,FALSE
1532,fx2P8s8c,marion stone plow,"Marion Stone,  R.N,  community activist, lived at Westcott's Strong Ave. many years, died  at 101, few years ago.",FALSE
1533,dV82EBLM,karen decrow plow,"DeCrow was tough lawyer, feminist, activist, columnist, counseled young womwn.",FALSE
1534,dV82EBLM,prof. nancy mccarty,"Prof. McCarty retired from OCC History Dept, was Common Councilor, power in Eastside Democrat Party.",FALSE
1535,DO01bUVn,salt city cruzer,Syracuse is the salt city,FALSE
1536,DO01bUVn,the cuseinator,The ï¿½ï¿½ï¿½Cuseï¿½ï¿½ï¿½ and we termin,FALSE
1537,tq7WXwvO,buzz blizzard remover,Syracuse has good blizzards,FALSE
1538,zGUu7U2I,santa maria,To represent our Italian heritage,FALSE
1539,wW89X5zE,santa maria,To represent our Italian heritage,FALSE
1540,ZJNCF0E8,spirit of syracuse,self evident,FALSE
1541,ZJNCF0E8,syracuse strong,self evident,FALSE
1542,dV82EBLM,mike moody plow,"Mike Moody, did the famos Westcott/Beech St. corner  Mural in 1995. Black activist, well known, worked also at Morrisville SUNY",FALSE
1543,rFWA58c0,moose or big moose!,"My friends always call me Moose, or Miss Moose!",FALSE
1544,2cJ9E9OM,blow plower,Do you calling it blow it takes snow in blows it and plows it out the way,FALSE
1545,iFJyMNKW,santa maria,Exploring flagship 1492,FALSE
1546,AkURJPx6,plowy mcplowface,Because I read an article once that England held a similar contest to name one of their vessels and Boaty McBoatface won and ye,FALSE
1547,iTdvQhZf,salt potrucko,Salt potato but salt potrucko,FALSE
1548,HebjKlqL,big dumps,A) it's funny B) it's a big dump truck C) it plows the big dumps of snow we get,FALSE
1549,xjcmwVxd,snowette,They are snow plows.,FALSE
1550,U3GRTRRZ,santa maria,In honor of the Columbus statue,FALSE
1551,KScUL633,speedy the plow,A nod to the play ï¿½ï¿½ï¿½Speed the P,FALSE
1552,vEgwRWEc,drift king,Popular race driver and video game. Our plows move drifts and make drifts.,FALSE
1553,vEgwRWEc,blade runner,Snow plow blades and famous sci fi movie,FALSE
1554,aq5v1ETd,snow big deal,That snow is no big deal for us in Syracuse. Because itï¿½ï¿½ï¿½s no big,FALSE
1555,aq5v1ETd,the white stuff,Play on words for the right stuff.,FALSE
1556,aq5v1ETd,need for snow,Play on need for speed,FALSE
1557,aq5v1ETd,the winter warrior,That we all are warriors in winter,FALSE
1558,aq5v1ETd,the abominable snowplow,Play on the abominable snowman,TRUE
1559,aq5v1ETd,itï¿½ï¿½ï¿½s sno,Play on itï¿½ï¿½ï¿½s show or go,FALSE
1560,AxOffFr5,santa maria,In honor of Columbus. And as a counter-protest to your recent actions!,FALSE
1561,WmAkkham,santa maria,One of the 3 vessels that brought Christopher Columbus to this great country,FALSE
1562,aq5v1ETd,snow pushover,Play on no pushover,FALSE
1563,IHpOo0jA,syrazy,Syracuse going crazy,FALSE
1564,SCjQ5AZD,snowy,Because it's a snow plow!,FALSE
1565,h1yTnr7o,cumulus-snowish,Cumulus nimbus is a big raining cloud so cumulus snowish is what brings us all of the lake effect snow!,FALSE
1566,sOpaRqKh,ron the destroyer or curbs,Because plows often hit city curbs and take chunks out.,FALSE
1567,57c0YNsf,negafok,INUIT GOD OF SNOW/COLD WEATHER,FALSE
1568,RxHII7WL,la-la-la-la-lola,Granddaughter,FALSE
1569,RhTDaCT1,court.      salina. lodi. trall,Well known streets in Syracuse,FALSE
1570,yR3xTkHA,santa maria,sailing ship,FALSE
1571,3XIHYGV8,tuchs zamboni,alex tuch pro hockey player from bville,FALSE
1572,PkcORq97,salty,They are spreading salt in the Salt City,FALSE
1573,YbqkTbDt,santa maria,Columbus,FALSE
1574,YbqkTbDt,santa maria,the Italian natives of Syracuse,FALSE
1575,9omhNKap,cadymobile,"Named after Duane Cady, MD who was a surgeon at St Joes Hospital for thirty years. He often had to take a snowmobile from his",FALSE
1576,hX5HEm1C,salt city spreader,Named after Syracuseï¿½ï¿½ï¿½s nic,FALSE
1577,FhIpQId4,bertha,Itï¿½ï¿½ï¿½s a hardy name for a tou,FALSE
1578,DpYJwuA9," shobie """,Tom Schoeberlein was a long time snow  fighter who plowed from 1982 to his death in 2005 He believed we were  the best snow,FALSE
1579,h9NxP3i3,plowy mcplowface,"The true meaning of life, the universe, and everything.",FALSE
1580,QXi0oSo2,santa maria,It plows thru the snow like the Santa Maria plowed across the seas!!!,FALSE
1581,xDbRW9Tq,blizzard,Because it is the ultimate snowstorm and the ultimate challenge in snow removal.,FALSE
1582,8tkqfZfr,markus plow,Dedicated to the late great Markus Paul and his record interceptions for Syracuse University. Markus Plow will be a strong force i,FALSE
1583,vkzmd9f1,dr dump truck,Always put your trust in a doctor,FALSE
1584,x45ogD7Q,javon goodman,I wad like a fatre.,FALSE
1585,AUNnvcf6,plowy mcplowface,The plowy the snow plow uses his face to keep our streets clean,FALSE
1586,6eUa8FJj,santa maria,Love of history,FALSE
1587,3TayUgZQ,great white shark,Itï¿½ï¿½ï¿½s a good name for somethi,FALSE
1588,mtx9ERTi,66,Syracuse experienced a super blizzard in 1966. The city shutdown for a week (if i remember correctly) while the DPW kept their f,FALSE
1589,2Xap0iGL,salt city snow smasher,Syracuse plows take care of big snow storms,FALSE
1590,xgyttnzC,rudy,"it is short for Rudolph, the leader of Santas' reindeer & not Guiliani",FALSE
1591,0sG7JwzG,sparky,To me Sparky is a sign of hope and spirit,FALSE
1592,q5s1z5RN,the ltc ernest childers,Childers is WWII Medal of Honor winner who trained at what is now Ft. Drum.  The Ft. Drum Inclement Weather Training Facility,FALSE
1593,ptXFc1gW,rainbow rainbow snowplow,Iï¿½ï¿½ï¿½m 5 and love rai,FALSE
1594,E1zTI3qb,make way!,Respect the hardworking plow and its operator and move your vehicle over and do not park on the street.,FALSE
1595,P8PtIqWr,snow slayer,Destroyer of snow accumulation,FALSE
1596,34V90SaA,all 10 named after the peanuts gang charlie brown snoopy woodstock. linus lucy,Uplifting fun names for the whole city will make everyone happy and an ongoing spotting for the winter fun fun fun,FALSE
1597,AiC7HPQU,doug the 5th,Itï¿½ï¿½ï¿½,FALSE
1598,2s3nmxKy,annie,"Because ""The sun will come out tomorrow.""  (That is the iconic song the character of Annie sings in the famous Broadway music",FALSE
1599,mrkA1CH8,the snowmeisterï¿½,Acknowledges the German heritage of Syracuse.,FALSE
1600,WKfXbnNb,bluto,He was the muscular tough guy in the Popeye cartoons.,FALSE
1601,wREMnnan,plowie mcplowface,"Snowplows have to face a lot of snow and slush during Central New York winters. They also must face, and take head-on, the diff",FALSE
1602,JHGGZRQQ,katy,From the childrenï¿½ï¿½ï¿½s classic book Katy and the Big Snow by Virginia Lee Burton. I read this book to my sons all the time. One,FALSE
1603,mrkA1CH8,the plowmeister,Self explanatory,FALSE
1604,es9qfXJX,lord snowden,"Lord Snowden was a real person. Making a play on the name, emphasizing ï¿½ï¿½ï¿½Snowï¿½ï¿½ï¿½ seemed appropriate and(forgiv",FALSE
1605,KULzRZIZ,all santaï¿½ï¿½ï¿½s rei,It names all the trucks & Santa,FALSE
1606,mrkA1CH8,snow blaster,Self explanatory,FALSE
1607,P8wtG5El,plowy mcplowface,Humor,FALSE
1608,mrkA1CH8,nettleton,Celebrate one of the finest shoe makers ever that was right here in Syracuse,FALSE
1609,k6dYmyx9,santa maria,Italian American Pride,FALSE
1610,wOrKO7XI,boaty mcboatface,Deep truth,FALSE
1611,mrkA1CH8,43 northï¿½,Syracuseï¿½ï¿½ï¿½s rounded down la,FALSE
1612,mrkA1CH8,snowmagaddonï¿½,Self explanatory,FALSE
1613,mrkA1CH8,the snowminatorï¿½,Self explanatory with a bit of a movie twist,FALSE
1614,udR0i1VK,plowy mcplowface,It's fun and nonsensical,FALSE
1615,mrkA1CH8,snowwhat,"A bit of a twist on the expression so what, as in snow, SNOWWHAT",FALSE
1616,KZObXJ3V,olaf,This beloved snowman character is a star of Frozen.  Olaf is a well known hero like our plows and drivers.,FALSE
1617,8dRtX1jb,plowey mcplowface,Itï¿½ï¿½ï¿½s,FALSE
1618,mrkA1CH8,snow whatï¿½ï¿½ï¿½ - 2 word v,"A bit of a twist on the expression so what, as in snow, SNOW WHAT",FALSE
1619,mrkA1CH8,snowwhat!ï¿½,"A bit of a twist on the expression so what!, as in snow, SNOWWHAT!",FALSE
1620,mrkA1CH8,snow what!,"A bit of a twist on the expression so what!, as in snow, SNOW WHAT!",FALSE
1621,mrkA1CH8,the snowminatorï¿½,What you guys do with a movie twist,FALSE
1622,mrkA1CH8,43n 76wï¿½,Syracuseï¿½ï¿½ï¿½s lat/long coordinates round,FALSE
1623,MhpWfgxV,everest from paw patrol,It's a name that little kids can relate to,FALSE
1624,mrkA1CH8,snowzillaï¿½,Destroys snow,FALSE
1625,mrkA1CH8,the plowmeisterï¿½,Plow guy a Syracuse German heritage twist,FALSE
1626,fPOxfZU1,santa maria,NA,FALSE
1627,mrkA1CH8,make my dayï¿½,"Snow, what every plow gut lives for",FALSE
1628,mrkA1CH8,big tonkaï¿½,A takeoff on the TONKA TOY truck,FALSE
1629,mrkA1CH8,no mercyï¿½,Self explanatory,FALSE
1630,mrkA1CH8,100k plowawayï¿½ï¿½ï¿½ or ï¿½ï¿½ï¿½100k p,The price of 1 machine,FALSE
1631,mrkA1CH8,43 northï¿½,Syracuseï¿½ï¿½ï¿½s latitude rounded to the nearest ,FALSE
1632,sSzoRq2E,snowy mcsnowface,I think the meaning is Syracuse seasonally evident ï¿½ï,FALSE
1633,XeqAJT7m,santa maria,It is a symbol of discovery and new beginings,FALSE
1634,X5oRE9w3,salty sam,Name of a former local TV celebrity and ï¿½ï¿½ï¿½salt cityï¿½ï¿½ï¿½ - anyone over 40 should ,FALSE
1635,Qwawl4HD,escape from plowcatraz,I love terrible puns.,FALSE
1636,pGdEq155,sisyphus,"The Greek Myth of Sisyphus. As a punishment for his trickery, Hades made King Sisyphus roll a huge boulder endlessly up a ste",FALSE
1637,c1Q2h8V0,we see youï¿½ï,Letting people we are aware that you are there and doing our best for you.And your safety.,FALSE
1638,yqTASPib,scoop,"Obviously, the snow plow will ï¿½ï¿½ï¿½Scoopï¿½ï¿½ï¿½ the snow from ",FALSE
1639,SvT9Meys,the salting warrior,Play on the Saltine Warrior,FALSE
1640,WlOKrfVJ,plowie mcplowface,To keep with the trend in wonderful civic naming,FALSE
1641,hCvx2H2Y,moody mile,After the race track at the NYS fairgrounds,FALSE
1642,Qwawl4HD,emperor plowpatine,Reference to emperor palpatine from star wars.,FALSE
1643,Qwawl4HD,the thawshank redemption,Snow-themed pun reference to a great movie.,FALSE
1644,7F1njdoT,santa maria,To honor my family heritage and their hard work in this city and community.,FALSE
1645,ABWKukRB,plowey mcshovelface,Fun and observative,FALSE
1646,LkGFNESW,snow truck,snow plow truck,FALSE
1647,RxDwloxq,sï¿½ï¿½ï¿½no p,NA,FALSE
1648,XcmoWKJI,plowy mcplowface,Family name,FALSE
1649,lauTVRi4,the hoya destroyaï¿½,This name is in the spirit of the Syracuse vs. Georgetown basketball rivalry,FALSE
1650,UMyMYYqx,sunshine,During big snowstorms we could all use a little sunshine,FALSE
1651,GIXkTGx2,the abominable snow mover,Classic,TRUE
1652,6o02lNGQ,ben stinks,the circle,FALSE
1653,l6WomHQ1,snowy mcplowerson,Sounds fun,FALSE
1654,l6WomHQ1,mr. plow. that name again is mr. plow.,Simpsons,FALSE
1655,OKR2rG4T,plowie mcplowface,Itï¿½ï¿½ï¿½s a strong Scottis,FALSE
1656,4mPzLTzM,dr. fauci,He is a strong super hero,FALSE
1657,xB95gSsg,dolezaj,"Marek Dolezaj is a great representation of the Syracuse Orange. Heï¿½ï¿½ï¿½s not the biggest, fastest, or strongest guy on the basket",FALSE
1658,5ocsIbc0,plowy mcsnowface,Iï¿½ï¿½ï¿½m 3-1/2 yea,FALSE
1659,xB95gSsg,zain,"Zain Saigol has been fighting the good fight for years. A local to the Syracuse community, Zainï¿½ï¿½ï¿½s everlasting love for the 315",FALSE
1660,0Fd6AVMc,plowy mcplowface,"If the UK can have a Boaty McBoatface, we need a Plowy McPlowface!",FALSE
1661,JG8vE3r9,cusetown gobblin,We have had terrible winters at some point of every winter I just figure cusetown is syracuse and gobblin is for eating up stuff like,FALSE
1662,vFINu7jO,snow busters!,Got snow piling up? Who you gonna call?  SNOW BUSTERS!,FALSE
1663,l9EsLhDl,the salt city express,"We're the ""Salt City""/a nod to Ernie Davis",TRUE
1664,qYxrSgj1,santa maria,Are you listening???????,FALSE
1665,h9gKbjPf,santa maria,History! You can't/shouldn't try to erase it.,FALSE
1666,fcOFjuhN,santa maria,Sending Walsh a message that he can't silence us,FALSE
1667,1hy0GWKs,the snowenforcer,Sounds good,FALSE
1668,smTXkz9v,little sarah,my granddaughter:  who is a Doctor of Physical Therapy,FALSE
1669,LpL69sNV,sno-no-mo,no more snow,FALSE
1670,SvT9Meys,the syracuse bladerunner,Play off the movie Bladerunner and the snow plow blade,FALSE
1671,iYYRVib2,bumble,Love the abominable snowman in Rudolph,FALSE
1672,y9XJWsL1,frosty the snow-van,The alternate meaning of van is a company  of people moving or preparing to move forward.,FALSE
1673,slM7Xral,freedom,the plows free us to get out and I want to honor freedom from Covid,FALSE
1674,PWlwiqr7,let it snow!,Our massively snowfalls everyear...might as well be excited for it!,FALSE
1675,UwNwRmss,olaf,The talking snowman from Frozen.,FALSE
1676,vkbfBPCh,syracuse snow squasher,The snow plow squashes the snow so we can get to school and work safely.,FALSE
1677,sQeNfrbD,boeheim's army,Coach Boeheim (and Syracuse basketball) are knowing for taking care of business in the winter just like our snow plows do,FALSE
1678,txw6F8Mi,sergeant salt,"Salt city, plowing for salt trucks etc.",FALSE
1679,rC7UgsxG,frigid brigid,Just think its cute and good to have a strong female plow name,FALSE
1680,yoivJdeW,blizzard,winter storm,FALSE
1681,kXYM9Dhp,lake effect,winter storm,FALSE
1682,BKlwBHP4,santa maria,The Snowplow shows drivers the way like the Santa Maria showed the way to North America,FALSE
1683,Q0VcwuMW,mr. salty,Use salt on streets and Syracuse is known as the salt city,FALSE
1684,Q0VcwuMW,big boy go,Big truck with lots of power,FALSE
1685,9uB7NaIC,hiems,Winter in Latin,FALSE
1686,1e2tdmkH,la nina,the periodic cooling of the equatorial eastern and central Pacific ocean.,FALSE
1687,9uB7NaIC,el nino,climate phenomenon characterized by unusually warm ocean temperatures in the central and eastern tropical Pacific Ocean.,FALSE
1688,ctBBv0qd,mayhem,Bedlum,FALSE
1689,511VD14g,plowy mcplowface,Doing it for Zack,FALSE
1690,q5s1z5RN,the mary fowkes,"According to her NY Times Obituary, Dr. Fowkes, who grew up in Syracuse and graduated from SUNY-ESF, was a neuropatholo",FALSE
1691,CArLvPbH,snowbee one kenobi,The ï¿½ï¿½ï¿½Cuseï¿½ï¿½ï¿½ is strong and the elusive Snowbee One Kenobi will be on the case for when the weather ,FALSE
